Date,Observed,LSTM_Predicted,HMS_Predicted,Big Sulphur Cr ET-POTENTIAL,Big Sulphur Cr FLOW,Big Sulphur Cr FLOW-BASE,Big Sulphur Cr INFILTRATION,Big Sulphur Cr PERC-SOIL,Big Sulphur Cr SATURATION FRACTION,Dry Creek 10 ET-POTENTIAL,Dry Creek 10 FLOW,Dry Creek 10 FLOW-BASE,Dry Creek 10 INFILTRATION,Dry Creek 10 PERC-SOIL,Dry Creek 10 SATURATION FRACTION,Green Valley ET-POTENTIAL,Green Valley FLOW,Green Valley FLOW-BASE,Green Valley INFILTRATION,Green Valley PERC-SOIL,Green Valley SATURATION FRACTION,Laguna ET-POTENTIAL,Laguna FLOW,Laguna FLOW-BASE,Laguna INFILTRATION,Laguna PERC-SOIL,Laguna SATURATION FRACTION,Russian 20 ET-POTENTIAL,Russian 20 FLOW,Russian 20 FLOW-BASE,Russian 20 INFILTRATION,Russian 20 PERC-SOIL,Russian 20 SATURATION FRACTION,Russian 30 ET-POTENTIAL,Russian 30 FLOW,Russian 30 FLOW-BASE,Russian 30 INFILTRATION,Russian 30 PERC-SOIL,Russian 30 SATURATION FRACTION,Russian 40 ET-POTENTIAL,Russian 40 FLOW,Russian 40 FLOW-BASE,Russian 40 INFILTRATION,Russian 40 PERC-SOIL,Russian 40 SATURATION FRACTION,Russian 50 ET-POTENTIAL,Russian 50 FLOW,Russian 50 FLOW-BASE,Russian 50 INFILTRATION,Russian 50 PERC-SOIL,Russian 50 SATURATION FRACTION,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,Santa Rosa Cr 10 ET-POTENTIAL,Santa Rosa Cr 10 FLOW,Santa Rosa Cr 10 FLOW-BASE,Santa Rosa Cr 10 INFILTRATION,Santa Rosa Cr 10 PERC-SOIL,Santa Rosa Cr 10 SATURATION FRACTION,Santa Rosa Cr 20 ET-POTENTIAL,Santa Rosa Cr 20 FLOW,Santa Rosa Cr 20 FLOW-BASE,Santa Rosa Cr 20 INFILTRATION,Santa Rosa Cr 20 PERC-SOIL,Santa Rosa Cr 20 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION,PLSTM_Predicted
2003-04-21,2119.7083,2812.1382,1842.075501,0.000946,120.604027,120.604027,0.0,0.0,0.96459,0.001257,94.135543,94.135543,0.0,0.0,0.971646,0.001256,5.51713,5.51713,0.0,0.0,0.954147,0.001257,0.011063,0.011063,0.0,0.0,0.870638,0.001257,28.167388,28.167388,0.0,0.0,0.971653,0.001258,137.500752,137.500752,0.0,0.0,0.967199,0.000943,53.956021,53.956021,0.0,0.0,0.973889,0.000944,119.601331,119.601331,0.0,0.0,0.976499,0.000825,60.462583,60.462583,0.0,0.0,0.980353,0.000825,80.18677,74.933062,0.002871,0.0,0.98891,0.001257,40.550753,40.550753,0.0,0.0,0.957015,0.001258,14.902145,14.902145,0.0,0.0,0.951109,0.000707,406.027671,391.231179,0.013322,0.009018,0.99924,1916.4176
2003-04-22,2039.9583,2708.0571,1921.770176,0.001539,106.961715,106.961715,0.0,0.0,0.960527,0.002159,79.737091,79.737091,0.0,0.0,0.964789,0.002159,4.707815,4.707815,0.0,0.0,0.947291,0.00216,0.009812,0.009812,0.0,0.0,0.86378,0.002159,24.773244,24.773244,0.0,0.0,0.964799,0.002161,121.952149,121.952149,0.0,0.0,0.961318,0.001534,47.846577,47.846577,0.0,0.0,0.969837,0.001536,104.039473,104.039473,0.0,0.0,0.975628,0.001343,56.926229,56.926229,0.0,0.0,0.980353,0.001343,71.233566,70.562626,0.0,0.0,0.990235,0.00216,35.488492,35.488492,0.0,0.0,0.950156,0.002161,13.136902,13.136902,0.0,0.0,0.944247,0.00115,144.191224,144.183943,0.0,0.0,1.0,1882.2957
2003-04-23,1913.25,3769.7578,1583.338734,0.00084,94.888916,94.865949,0.009189,0.0,0.95799,0.000936,69.582656,69.561277,0.012835,0.002023,0.961537,0.000936,4.107897,4.107267,0.000417,0.0,0.941243,0.000936,0.008702,0.008702,0.0,0.0,0.857661,0.000935,21.974971,21.917733,0.008567,0.0,0.960494,0.000936,108.248402,108.161824,0.007781,0.0,0.95749,0.000838,43.074706,42.551307,0.011666,0.001233,0.968438,0.000839,94.121912,94.074145,0.016721,0.009613,0.978654,0.000734,54.495368,54.386428,0.011311,0.00558,0.983856,0.000733,103.502661,90.914629,0.020762,0.017914,0.995244,0.000936,31.34575,31.329636,0.002866,0.0,0.944512,0.000936,11.663819,11.630324,0.00109,0.0,0.938305,0.000628,815.776459,784.190945,0.043184,0.043184,1.0,2218.5981
2003-04-24,3487.625,4692.832,3739.19125,0.001676,525.326547,515.645158,0.04289,0.03892,1.0,0.001844,291.565043,281.116477,0.037611,0.037611,1.0,0.001844,16.865008,5.472138,0.01614,0.00137,0.991816,0.001844,38.352816,0.007718,0.008588,0.0,0.882904,0.001844,145.243356,109.826811,0.029935,0.027693,1.0,0.001845,839.896555,819.386416,0.034876,0.029365,1.0,0.001673,464.096332,427.201911,0.0304,0.0304,1.0,0.001674,570.566742,564.633743,0.028843,0.028843,1.0,0.001464,665.096747,319.248643,0.024586,0.024586,1.0,0.001464,916.500731,621.322223,0.023863,0.023863,1.0,0.001845,145.029367,90.282983,0.02265,0.011044,0.998042,0.001846,224.773174,24.902162,0.019345,0.004486,0.995624,0.001254,1205.003756,1174.403842,0.018632,0.018632,1.0,3685.5767
2003-04-25,5841.0,5460.0366,8422.488939,0.001285,884.808942,877.799546,0.039784,0.039784,1.0,0.001302,577.972105,570.834537,0.018129,0.018129,1.0,0.001302,45.710663,29.896032,0.019079,0.019079,1.0,0.001303,71.724534,0.006845,0.014857,0.0,0.924974,0.001302,242.909371,219.072105,0.01918,0.01918,1.0,0.001304,1137.13721,1124.033494,0.027597,0.027597,1.0,0.001281,537.331296,518.894556,0.019852,0.019852,1.0,0.001283,1089.530873,1085.082937,0.029444,0.029444,1.0,0.001122,538.294992,488.962503,0.025059,0.025059,1.0,0.001122,700.015272,639.186393,0.020756,0.020756,1.0,0.001303,283.566426,234.028586,0.01732,0.01732,1.0,0.001304,271.097345,80.173495,0.016577,0.016577,1.0,0.000961,902.127823,876.420405,0.017519,0.017519,1.0,4811.465
2003-04-26,7189.6665,4722.968,9494.742784,0.001567,995.801,992.675596,0.0,0.0,1.0,0.002174,624.77979,621.177929,0.0,0.0,1.0,0.002173,101.957997,89.521251,0.0,0.0,1.0,0.002174,54.700143,0.006071,0.0,0.0,0.949522,0.002173,249.03812,238.01222,0.0,0.0,1.0,0.002175,1071.328092,1068.268777,0.0,0.0,1.0,0.001565,415.831926,411.931395,0.0,0.0,1.0,0.001566,1251.392297,1248.881111,0.0,0.0,1.0,0.00137,496.940423,494.352916,0.0,0.0,1.0,0.00137,497.532837,487.885944,0.0,0.0,1.0,0.002175,397.185434,367.409102,0.0,0.0,1.0,0.002176,275.285496,165.40957,0.0,0.0,1.0,0.001174,278.741362,278.477071,0.0,0.0,1.0,4532.917
2003-04-27,6366.4165,6290.6724,7650.85499,0.001413,525.574387,524.45847,0.026234,0.026234,1.0,0.001717,465.394578,464.204995,0.021774,0.021033,0.999346,0.001717,96.364134,92.633303,0.015407,0.014652,0.999219,0.001717,14.130207,0.005385,0.011307,0.0,0.951854,0.001717,157.988282,154.889203,0.018422,0.017878,0.999575,0.001718,429.434989,427.271975,0.020427,0.020247,0.999931,0.00141,173.839244,171.152909,0.014214,0.014214,1.0,0.001411,870.13753,869.474768,0.017084,0.017084,1.0,0.001234,221.772509,221.483112,0.011633,0.011633,1.0,0.001234,244.210487,233.03414,0.016399,0.016399,1.0,0.001717,308.380617,300.098699,0.014076,0.013332,0.999318,0.001718,157.59816,130.629151,0.012739,0.011993,0.999218,0.001058,640.339421,620.641297,0.031276,0.031276,1.0,5388.7715
2003-04-28,7648.375,9250.383,7983.594053,0.000863,957.961843,947.269476,0.048452,0.048452,1.0,0.001077,533.609666,525.108385,0.028299,0.028299,1.0,0.001077,173.051294,144.281514,0.035946,0.035946,1.0,0.001077,210.165473,57.962807,0.030012,0.027943,1.0,0.001077,249.764061,214.63046,0.029933,0.029933,1.0,0.001077,1360.118138,1338.717046,0.038233,0.038233,1.0,0.000861,563.487321,528.292452,0.041462,0.041462,1.0,0.000862,980.594981,975.326529,0.042977,0.042977,1.0,0.000754,508.650752,503.547984,0.05,0.05,1.0,0.000754,797.319931,707.151311,0.05,0.05,1.0,0.001077,470.318692,397.442988,0.030933,0.030933,1.0,0.001077,486.817211,190.547823,0.027025,0.027025,1.0,0.000646,1933.833058,1868.924922,0.058728,0.058728,1.0,8861.419
2003-04-29,13022.875,10349.0625,14138.710385,0.000946,1564.940391,1556.125429,0.025041,0.025041,1.0,0.001241,883.500732,871.736519,0.03584,0.03584,1.0,0.001241,345.658045,301.95043,0.029844,0.029844,1.0,0.001241,531.47558,317.446446,0.019366,0.019366,1.0,0.00124,451.370688,407.089835,0.030834,0.030834,1.0,0.001242,2166.348927,2148.442347,0.023883,0.023883,1.0,0.000944,1133.726232,1094.499183,0.029022,0.029022,1.0,0.000945,1791.531869,1783.82272,0.031999,0.031999,1.0,0.000826,1059.191366,1052.546276,0.034813,0.034813,1.0,0.000826,1478.279201,1285.015358,0.041311,0.041311,1.0,0.001241,883.709796,783.746437,0.021862,0.021862,1.0,0.001242,781.211041,400.369574,0.018976,0.018976,1.0,0.000708,1879.46597,1829.995609,0.03147,0.03147,1.0,12990.516
2003-04-30,15699.667,8938.848,16900.639524,0.002309,1086.419311,1084.988872,0.0,0.0,1.0,0.001633,1014.103136,1008.302345,0.0,0.0,1.0,0.001633,392.286294,370.684883,0.0,0.0,1.0,0.001633,513.274588,431.253649,0.0,0.0,1.0,0.001633,439.013698,423.077884,0.0,0.0,1.0,0.001634,1236.578593,1234.690336,0.0,0.0,1.0,0.002307,699.905133,695.075829,0.0,0.0,1.0,0.002307,1905.992432,1903.126682,0.0,0.0,1.0,0.002019,822.365241,820.929846,0.0,0.0,1.0,0.002019,1027.185841,996.913109,0.0,0.0,1.0,0.001633,904.865024,865.687014,0.0,0.0,1.0,0.001634,546.712302,418.280753,0.0,0.0,1.0,0.00173,463.173125,462.264207,0.0,0.0,1.0,12246.033
2003-05-01,11207.0,8357.024,12076.814135,0.002662,519.535982,519.442008,0.0,0.0,0.998527,0.002727,757.991802,756.512311,0.0,0.0,0.99947,0.002726,296.589614,290.402091,0.0,0.0,0.99947,0.002727,329.104418,309.19817,0.0,0.0,0.999469,0.002726,263.257072,260.548091,0.0,0.0,0.999471,0.002728,519.454717,519.424498,0.0,0.0,0.999543,0.002659,275.083948,274.979293,0.0,0.0,0.998849,0.00266,1241.722585,1241.159032,0.0,0.0,0.998954,0.002327,337.919608,337.851276,0.0,0.0,0.999771,0.002327,387.574415,386.880436,0.0,0.0,0.999772,0.002728,610.840243,601.51565,0.0,0.0,0.999468,0.002728,290.159355,264.396788,0.0,0.0,0.998768,0.001994,343.294467,343.294467,0.0,0.0,1.0,10502.314
2003-05-02,9016.541,8724.515,8158.51325,0.001096,329.273166,328.627515,0.015941,0.014358,0.997044,0.00081,481.643716,481.178634,0.010284,0.009092,0.997886,0.000809,188.475468,186.79075,0.0,0.0,0.996676,0.000809,182.438983,178.437024,0.0,0.0,0.996672,0.000809,146.821208,146.137384,0.006597,0.005406,0.997718,0.00081,364.66746,364.063347,0.007975,0.006781,0.998019,0.001093,178.647334,177.672034,0.005771,0.003811,0.996421,0.001094,719.619144,719.508915,0.006234,0.004342,0.996238,0.000957,195.956915,195.935564,0.004589,0.004084,0.998886,0.000957,233.295314,233.279955,0.00035,0.0,0.998704,0.000809,361.519035,359.458678,0.003602,0.002408,0.997401,0.00081,152.212361,148.247968,0.002874,0.001209,0.995549,0.00082,323.098849,323.098849,0.0,0.0,1.0,9465.68
2003-05-03,9003.625,8480.701,7039.414137,0.001935,513.036406,509.878566,0.003551,0.003551,1.0,0.002275,425.710193,421.329059,0.013489,0.013489,1.0,0.002275,134.8579,128.771361,0.009367,0.00813,0.998763,0.002276,150.766951,121.728896,0.00672,0.00548,0.99876,0.002275,151.270578,138.409777,0.008098,0.008098,1.0,0.002277,668.370879,661.733443,0.007133,0.007133,1.0,0.001931,224.059102,218.673908,0.001208,0.001208,1.0,0.001933,537.955918,536.988618,0.001021,0.001021,1.0,0.001691,225.397896,224.717429,0.001003,0.001003,1.0,0.001691,204.592687,203.926684,0.0,0.0,0.999469,0.002276,314.293264,288.867877,0.00895,0.00895,1.0,0.002277,243.22568,128.268951,0.009732,0.009732,1.0,0.001449,304.282858,304.282858,0.0,0.0,0.999262,8941.326
2003-05-04,7934.667,7879.681,6783.396896,0.00163,452.005904,451.565373,0.0,0.0,1.0,0.001984,473.08708,470.623823,0.0,0.0,1.0,0.001983,117.87188,113.628645,0.0,0.0,0.99995,0.001983,137.754139,120.010174,0.0,0.0,0.99995,0.001983,157.565091,153.228622,0.0,0.0,1.0,0.001985,568.411558,567.737139,0.0,0.0,1.0,0.001626,178.475612,178.089348,0.0,0.0,1.0,0.001627,460.186785,459.933941,0.0,0.0,1.0,0.001423,199.305874,199.22792,0.0,0.0,1.0,0.001423,190.646005,190.60472,0.0,0.0,0.999469,0.001984,323.581468,311.040643,0.0,0.0,0.999999,0.001985,207.068814,155.574207,0.0,0.0,0.999998,0.00122,286.562794,286.562794,0.0,0.0,0.996073,8338.6455
2003-05-05,6425.4165,6938.441,5425.907458,0.002856,284.935144,284.907519,0.0,0.0,0.99704,0.003091,385.456663,384.826967,0.0,0.0,0.997404,0.003092,92.861839,91.646906,0.0,0.0,0.99358,0.003093,99.418038,95.095367,0.0,0.0,0.993574,0.003092,112.525494,111.745099,0.0,0.0,0.994158,0.003093,326.678823,326.669627,0.0,0.0,0.994978,0.002854,130.114277,130.110791,0.0,0.0,0.996719,0.002854,358.997633,358.946615,0.0,0.0,0.996715,0.002497,157.386299,157.384361,0.0,0.0,0.99808,0.002497,179.389953,179.389953,0.0,0.0,0.997516,0.003093,250.644125,247.639971,0.0,0.0,0.993889,0.003094,130.041503,119.429775,0.0,0.0,0.99388,0.00214,269.874668,269.874668,0.0,0.0,0.990252,7693.387
2003-05-06,5067.875,6107.4336,3936.828378,0.001977,212.922818,212.922818,0.0,0.0,0.989495,0.002369,273.798569,273.639087,0.0,0.0,0.988634,0.002369,69.128079,68.780093,0.0,0.0,0.982561,0.00237,69.095625,68.042564,0.0,0.0,0.982553,0.002369,78.274992,78.194803,0.0,0.0,0.983148,0.00237,256.466096,256.466096,0.0,0.0,0.985535,0.001974,110.308828,110.308828,0.0,0.0,0.988929,0.001975,285.610898,285.604274,0.0,0.0,0.988975,0.001728,141.147574,141.147574,0.0,0.0,0.992141,0.001728,168.934757,168.934757,0.0,0.0,0.991494,0.00237,177.646856,176.941272,0.0,0.0,0.982866,0.002371,83.653136,81.76666,0.0,0.0,0.982854,0.001481,254.158383,254.158383,0.0,0.0,0.983805,7226.354
2003-05-07,4008.25,5520.7188,3002.385509,0.002571,180.407324,180.407324,0.0,0.0,0.982164,0.002474,198.406419,198.388032,0.0,0.0,0.979375,0.002474,52.505521,52.423454,0.0,0.0,0.973303,0.002474,50.656756,50.570311,0.0,0.0,0.973293,0.002474,60.561381,60.561381,0.0,0.0,0.973891,0.002476,223.811991,223.811991,0.0,0.0,0.977595,0.002569,97.255289,97.255289,0.0,0.0,0.981608,0.002569,239.31696,239.31696,0.0,0.0,0.984768,0.002248,131.888602,131.888602,0.0,0.0,0.988425,0.002248,159.096189,159.096189,0.0,0.0,0.985086,0.002475,131.784098,131.745144,0.0,0.0,0.973605,0.002476,60.264396,60.264396,0.0,0.0,0.97359,0.001927,239.357344,239.357344,0.0,0.0,0.980924,6722.811
2003-05-08,3426.75,4984.7124,2589.208742,0.001998,158.55628,158.55628,0.0,0.0,0.974109,0.002379,154.696957,154.696957,0.0,0.0,0.969398,0.002379,41.986418,41.986418,0.0,0.0,0.963328,0.002379,40.443646,40.443646,0.0,0.0,0.963316,0.002378,50.858099,50.858099,0.0,0.0,0.963917,0.002381,198.183755,198.183755,0.0,0.0,0.969036,0.001995,86.204097,86.204097,0.0,0.0,0.973562,0.001996,207.383836,207.383836,0.0,0.0,0.979344,0.001747,124.083781,124.083781,0.0,0.0,0.98363,0.001747,149.831106,149.831106,0.0,0.0,0.978043,0.00238,105.708457,105.708457,0.0,0.0,0.963624,0.002381,48.788076,48.788076,0.0,0.0,0.963604,0.001497,225.41825,225.41825,0.0,0.0,0.977451,6314.074
2003-05-09,2935.2915,4504.835,2310.909325,0.002535,140.4053,140.4053,0.0,0.0,0.966466,0.002786,128.457442,128.457442,0.0,0.0,0.959149,0.002786,35.181771,35.181771,0.0,0.0,0.95308,0.002786,34.153854,34.153854,0.0,0.0,0.953067,0.002786,44.297941,44.297941,0.0,0.0,0.953669,0.002788,175.748521,175.748521,0.0,0.0,0.960247,0.002532,76.451758,76.451758,0.0,0.0,0.96593,0.002533,182.424068,182.424068,0.0,0.0,0.971708,0.002216,116.844493,116.844493,0.0,0.0,0.976948,0.002216,141.105615,141.105615,0.0,0.0,0.971362,0.002787,89.499152,89.499152,0.0,0.0,0.953373,0.002788,41.739214,41.739214,0.0,0.0,0.953349,0.0019,212.290906,212.290906,0.0,0.0,0.971725,5971.1543
2003-05-10,2617.0,4121.1416,2119.453661,0.002811,124.496971,124.496971,0.0,0.0,0.957252,0.00307,110.651106,110.651106,0.0,0.0,0.947557,0.00307,30.344195,30.344195,0.0,0.0,0.941489,0.003071,29.680781,29.680781,0.0,0.0,0.941474,0.00307,39.078052,39.078052,0.0,0.0,0.94208,0.003072,155.873161,155.873161,0.0,0.0,0.950306,0.002807,67.806275,67.806275,0.0,0.0,0.956726,0.002808,161.36228,161.36228,0.0,0.0,0.962501,0.002457,110.038694,110.038694,0.0,0.0,0.968893,0.002456,132.888259,132.888259,0.0,0.0,0.963307,0.003071,77.89153,77.89153,0.0,0.0,0.941778,0.003072,36.558921,36.558921,0.0,0.0,0.94175,0.002105,199.92804,199.92804,0.0,0.0,0.964821,5594.3203
2003-05-11,2396.125,3806.1963,1990.331033,0.00327,110.414679,110.414679,0.0,0.0,0.946892,0.003221,96.982549,96.982549,0.0,0.0,0.934992,0.003221,26.574837,26.574837,0.0,0.0,0.928926,0.003221,26.119834,26.119834,0.0,0.0,0.928908,0.003221,34.607342,34.607342,0.0,0.0,0.929516,0.003221,138.246939,138.246939,0.0,0.0,0.939532,0.003269,60.138732,60.138732,0.0,0.0,0.946379,0.003269,142.997446,142.997446,0.0,0.0,0.95215,0.00286,103.630415,103.630415,0.0,0.0,0.959837,0.00286,125.149446,125.149446,0.0,0.0,0.954252,0.003221,68.594414,68.594414,0.0,0.0,0.92921,0.003222,32.294567,32.294567,0.0,0.0,0.929179,0.002451,188.285132,188.285132,0.0,0.0,0.957061,5247.809
2003-05-12,2224.375,3463.8232,1847.290253,0.003572,97.928469,97.928469,0.0,0.0,0.935249,0.003354,85.626124,85.626124,0.0,0.0,0.922004,0.003353,23.442428,23.442428,0.0,0.0,0.915939,0.003353,23.100602,23.100602,0.0,0.0,0.915922,0.003354,30.681754,30.681754,0.0,0.0,0.916529,0.003353,122.613997,122.613997,0.0,0.0,0.928399,0.003572,53.338255,53.338255,0.0,0.0,0.934739,0.003572,126.796414,126.796414,0.0,0.0,0.940509,0.003126,97.595435,97.595435,0.0,0.0,0.949652,0.003126,117.861306,117.861306,0.0,0.0,0.944067,0.003353,60.683741,60.683741,0.0,0.0,0.916223,0.003354,28.607416,28.607416,0.0,0.0,0.91619,0.002679,177.320254,177.320254,0.0,0.0,0.94833,4889.961
2003-05-13,1991.25,3163.3545,1643.043787,0.003734,86.854671,86.854671,0.0,0.0,0.922727,0.003198,75.816569,75.816569,0.0,0.0,0.908532,0.003198,20.745159,20.745159,0.0,0.0,0.902467,0.003198,20.468047,20.468047,0.0,0.0,0.902451,0.003198,27.209485,27.209485,0.0,0.0,0.903057,0.003198,108.748832,108.748832,0.0,0.0,0.916852,0.003734,47.306777,47.306777,0.0,0.0,0.922218,0.003734,112.450446,112.450446,0.0,0.0,0.927988,0.003268,91.911916,91.911916,0.0,0.0,0.938696,0.003268,110.997594,110.997594,0.0,0.0,0.933111,0.003198,53.774709,53.774709,0.0,0.0,0.902752,0.003198,25.363248,25.363248,0.0,0.0,0.902718,0.002801,166.993921,166.993921,0.0,0.0,0.938939,4603.1055
2003-05-14,1812.25,2927.9744,1484.697016,0.003797,77.033155,77.033155,0.0,0.0,0.91003,0.002474,67.20295,67.20295,0.0,0.0,0.89751,0.002474,18.382821,18.382821,0.0,0.0,0.891447,0.002473,18.147378,18.147378,0.0,0.0,0.891432,0.002474,24.132024,24.132024,0.0,0.0,0.892036,0.002474,96.451538,96.451538,0.0,0.0,0.907406,0.003797,41.957336,41.957336,0.0,0.0,0.909521,0.003797,99.732624,99.732624,0.0,0.0,0.915291,0.003323,86.55938,86.55938,0.0,0.0,0.927585,0.003323,104.533594,104.533594,0.0,0.0,0.922,0.002474,47.679945,47.679945,0.0,0.0,0.891732,0.002473,22.492815,22.492815,0.0,0.0,0.891698,0.002848,157.268947,157.268947,0.0,0.0,0.929416,4418.8667
2003-05-15,1684.5834,2732.2485,1395.047539,0.002772,68.322262,68.322262,0.0,0.0,0.898625,0.003075,59.591134,59.591134,0.0,0.0,0.886289,0.003075,16.298364,16.298364,0.0,0.0,0.880227,0.003075,16.093458,16.093458,0.0,0.0,0.880213,0.003075,21.403044,21.403044,0.0,0.0,0.880815,0.003075,85.544818,85.544818,0.0,0.0,0.897788,0.002771,37.21281,37.21281,0.0,0.0,0.898117,0.002772,88.454406,88.454406,0.0,0.0,0.903885,0.002426,81.518551,81.518551,0.0,0.0,0.917604,0.002426,98.446028,98.446028,0.0,0.0,0.912019,0.003075,42.284257,42.284257,0.0,0.0,0.880512,0.003075,19.948742,19.948742,0.0,0.0,0.880479,0.00208,148.110312,148.110312,0.0,0.0,0.92086,4178.417
2003-05-16,1558.7917,2421.7036,1317.383879,0.003612,60.596395,60.596395,0.0,0.0,0.887816,0.00381,52.848758,52.848758,0.0,0.0,0.873005,0.003809,14.45339,14.45339,0.0,0.0,0.866944,0.003809,14.273085,14.273085,0.0,0.0,0.866931,0.003809,18.982764,18.982764,0.0,0.0,0.867532,0.003809,75.871429,75.871429,0.0,0.0,0.886403,0.003612,33.004793,33.004793,0.0,0.0,0.887308,0.003612,78.451887,78.451887,0.0,0.0,0.893075,0.003161,76.771278,76.771278,0.0,0.0,0.908145,0.003161,92.712975,92.712975,0.0,0.0,0.902559,0.003809,37.501605,37.501605,0.0,0.0,0.867229,0.003809,17.692797,17.692797,0.0,0.0,0.867196,0.002709,139.485035,139.485035,0.0,0.0,0.912751,3999.2275
2003-05-17,1459.2917,2116.1035,1249.53421,0.00358,53.744168,53.744168,0.0,0.0,0.875146,0.00399,46.871481,46.871481,0.0,0.0,0.857058,0.00399,12.818343,12.818343,0.0,0.0,0.850997,0.00399,12.658936,12.658936,0.0,0.0,0.850984,0.00399,16.836191,16.836191,0.0,0.0,0.851585,0.00399,67.291904,67.291904,0.0,0.0,0.872734,0.00358,29.272618,29.272618,0.0,0.0,0.874639,0.00358,69.580538,69.580538,0.0,0.0,0.880405,0.003132,72.300464,72.300464,0.0,0.0,0.897058,0.003133,87.313789,87.313789,0.0,0.0,0.891473,0.00399,33.260605,33.260605,0.0,0.0,0.851282,0.00399,15.692064,15.692064,0.0,0.0,0.851249,0.002685,131.362054,131.362054,0.0,0.0,0.903248,3831.881
2003-05-18,1372.625,1856.8268,1189.393554,0.003418,47.666789,47.666789,0.0,0.0,0.863221,0.003722,41.570922,41.570922,0.0,0.0,0.841157,0.003721,11.368628,11.368628,0.0,0.0,0.835097,0.003721,11.227423,11.227423,0.0,0.0,0.835084,0.003721,14.932357,14.932357,0.0,0.0,0.835685,0.003722,59.68255,59.68255,0.0,0.0,0.859104,0.003417,25.962477,25.962477,0.0,0.0,0.862716,0.003418,61.712379,61.712379,0.0,0.0,0.868481,0.002991,68.090011,68.090011,0.0,0.0,0.886625,0.002991,82.229027,82.229027,0.0,0.0,0.881039,0.003721,29.499412,29.499412,0.0,0.0,0.835381,0.003722,13.9176,13.9176,0.0,0.0,0.835348,0.002563,123.71212,123.71212,0.0,0.0,0.894306,3672.9983
2003-05-19,1296.4166,1663.4615,1119.067174,0.00383,42.276638,42.276638,0.0,0.0,0.850961,0.00367,36.86999,36.86999,0.0,0.0,0.826708,0.00367,10.082993,10.082993,0.0,0.0,0.820649,0.00367,9.957816,9.957816,0.0,0.0,0.820636,0.00367,13.243809,13.243809,0.0,0.0,0.821237,0.00367,52.93366,52.93366,0.0,0.0,0.84672,0.00383,23.026646,23.026646,0.0,0.0,0.850457,0.00383,54.733955,54.733955,0.0,0.0,0.856222,0.003351,64.124756,64.124756,0.0,0.0,0.875898,0.003351,77.440379,77.440379,0.0,0.0,0.870312,0.00367,26.1636,26.1636,0.0,0.0,0.820933,0.00367,12.343799,12.343799,0.0,0.0,0.8209,0.002873,116.507683,116.507683,0.0,0.0,0.885111,3486.6926
2003-05-20,1183.9166,1621.51,995.53608,0.004255,37.496005,37.496005,0.0,0.0,0.837177,0.004116,32.70071,32.70071,0.0,0.0,0.811227,0.004116,8.942787,8.942787,0.0,0.0,0.805167,0.004115,8.831785,8.831785,0.0,0.0,0.805155,0.004116,11.746202,11.746202,0.0,0.0,0.805756,0.004116,46.947933,46.947933,0.0,0.0,0.83345,0.004255,20.422798,20.422798,0.0,0.0,0.836674,0.004255,48.544651,48.544651,0.0,0.0,0.842438,0.003723,60.390419,60.390419,0.0,0.0,0.863836,0.003723,72.9306,72.9306,0.0,0.0,0.858251,0.004115,23.205019,23.205019,0.0,0.0,0.805452,0.004115,10.947965,10.947965,0.0,0.0,0.805419,0.003191,109.7228,109.7228,0.0,0.0,0.874773,3215.222
2003-05-21,1073.9166,1448.9492,880.798641,0.004118,33.255965,33.255965,0.0,0.0,0.82278,0.003932,29.002913,29.002913,0.0,0.0,0.795111,0.003932,7.931531,7.931531,0.0,0.0,0.789052,0.003932,7.833088,7.833088,0.0,0.0,0.78904,0.003932,10.417944,10.417944,0.0,0.0,0.78964,0.003932,41.639071,41.639071,0.0,0.0,0.819637,0.004118,18.113392,18.113392,0.0,0.0,0.822277,0.004118,43.055232,43.055232,0.0,0.0,0.828041,0.003603,56.873553,56.873553,0.0,0.0,0.851239,0.003603,68.683451,68.683451,0.0,0.0,0.845653,0.003932,20.580999,20.580999,0.0,0.0,0.789337,0.003932,9.709971,9.709971,0.0,0.0,0.789304,0.003088,103.333039,103.333039,0.0,0.0,0.863975,3006.498
